"name";"name_ascii";"abbr";"latitude";"longitude"
"faculdade maurício de nassau de fortaleza";"faculdade mauricio de nassau de fortaleza";"";-3.717;-38.543
"instituto federal de educação, ciência e tecnologia do norte de minas gerais";"instituto federal de educacao, ciencia e tecnologia do norte de minas gerais";"";-16.17;-42.29
"faculdade de tecnologia de piracicaba";"faculdade de tecnologia de piracicaba";"";-22.725;-47.649
"faculdade de teologia umbandista";"faculdade de teologia umbandista";"";-23.548;-46.636
"faculdade de tecnologia de são caetano do sul";"faculdade de tecnologia de sao caetano do sul";"";-23.623;-46.551
"faculdades itecne de cascavel";"faculdades itecne de cascavel";"";-24.956;-53.455
"faculdade sudoeste paulistano";"faculdade sudoeste paulistano";"";-23.548;-46.636
"fundação universidade federal de ciências da saúde de porto alegre";"fundacao universidade federal de ciencias da saude de porto alegre";"";-30.033;-51.23
"faculdade maurício de nassau de joão pessoa";"faculdade mauricio de nassau de joao pessoa";"";-7.115;-34.863
"faculdade de ciências exatas de garanhuns";"faculdade de ciencias exatas de garanhuns";"";-8.89;-36.493
"faculdade alvorada de educação física e desporto";"faculdade alvorada de educacao fisica e desporto";"";-15.78;-47.93
"instituto tecnológico de caratinga";"instituto tecnologico de caratinga";"";-19.79;-42.139
"instituto baiano de ensino superior";"instituto baiano de ensino superior";"";-12.971;-38.511
"faculdade de ciências humanas e sociais";"faculdade de ciencias humanas e sociais";"";-10.688;-37.862
"faculdade do clube náutico mogiano";"faculdade do clube nautico mogiano";"";-23.523;-46.188
"faculdade do estado do maranhão";"faculdade do estado do maranhao";"";-2.53;-44.303
"faculdade de goiânia - unidade 1";"faculdade de goiania - unidade 1";"";-16.679;-49.254
"faculdade do instituto nacional de pós-graduação de campinas";"faculdade do instituto nacional de pos-graduacao de campinas";"";-22.906;-47.061
"faculdade de tecnologia inesul do maranhão";"faculdade de tecnologia inesul do maranhao";"";-2.53;-44.303
"faculdade de tecnologia thereza porto marques";"faculdade de tecnologia thereza porto marques";"";-23.305;-45.966
"faculdade de ciências sociais de guarantã do norte";"faculdade de ciencias sociais de guaranta do norte";"";-9.788;-54.91
"faculdade de ciências agrárias e exatas de primavera do leste";"faculdade de ciencias agrarias e exatas de primavera do leste";"";-15.528;-54.346
"instituto de ensino superior do sul do maranhão";"instituto de ensino superior do sul do maranhao";"";-5.526;-47.476
"instituto de ensino superior presidente tancredo de almeida neves";"instituto de ensino superior presidente tancredo de almeida neves";"";-21.136;-44.262
"faculdade de desenvolvimento e integração regional";"faculdade de desenvolvimento e integracao regional";"";-7.957;-36.205
"faculdade estácio de sá de goiás";"faculdade estacio de sa de goias";"";-16.679;-49.254
"faculdade de santa cruz da bahia";"faculdade de santa cruz da bahia";"";-12.528;-40.307
"faculdade de administração de nova andradina - fanova";"faculdade de administracao de nova andradina - fanova";"";-22.233;-53.343
"faculdade de tecnologia do piauí";"faculdade de tecnologia do piaui";"";-5.089;-42.802
"faculdade de medicina de são josé do rio preto";"faculdade de medicina de sao jose do rio preto";"";-20.82;-49.379
"instituto de educação superior de boituva";"instituto de educacao superior de boituva";"";-23.283;-47.672
"faculdade de direito de itabira";"faculdade de direito de itabira";"";-19.619;-43.227
"faculdade presidente antônio carlos de timóteo";"faculdade presidente antonio carlos de timoteo";"";-19.583;-42.644
"faculdade católica de uberlândia";"faculdade catolica de uberlandia";"";-18.919;-48.277
"faculdade de tecnologia ined - unidade ipatinga";"faculdade de tecnologia ined - unidade ipatinga";"";-19.468;-42.537
"fal estácio - faculdade estácio de natal";"fal estacio - faculdade estacio de natal";"";-5.795;-35.209
"faculdade de tecnologia tupy curitiba";"faculdade de tecnologia tupy curitiba";"";-25.428;-49.273
"instituto nacional de telecomunicações";"instituto nacional de telecomunicacoes";"";-22.252;-45.703
"faculdade de tecnologia de jundiaí";"faculdade de tecnologia de jundiai";"";-23.186;-46.884
"faculdade de ciências contábeis de araguaína";"faculdade de ciencias contabeis de araguaina";"";-7.191;-48.207
"faculdade de ciências contábeis de assis";"faculdade de ciencias contabeis de assis";"";-22.662;-50.412
"instituto superior de educação do centro educacional nossa senhora auxiliadora";"instituto superior de educacao do centro educacional nossa senhora auxiliadora";"";-21.754;-41.324
"faculdade de tecnologia de garça";"faculdade de tecnologia de garca";"";-22.211;-49.656
"faculdade de tecnologia de lins";"faculdade de tecnologia de lins";"";-21.679;-49.743
"faculdade de tecnologia zona leste";"faculdade de tecnologia zona leste";"";-23.548;-46.636
"faculdade de educação de bom despacho";"faculdade de educacao de bom despacho";"";-19.736;-45.252
"faculdade de tecnologia ipep de campinas";"faculdade de tecnologia ipep de campinas";"";-22.906;-47.061
"faculdade de odontologia são leopoldo mandic";"faculdade de odontologia sao leopoldo mandic";"";-22.906;-47.061
"centro universitário de patos de minas";"centro universitario de patos de minas";"";-18.579;-46.518
"faculdade de tecnologia césar lattes";"faculdade de tecnologia cesar lattes";"";-23.264;-47.299
"faculdade de filosofia ciências e letras dom bosco";"faculdade de filosofia ciencias e letras dom bosco";"";-22.469;-44.447
"faculdade de tecnologia senai chapecó";"faculdade de tecnologia senai chapeco";"";-27.096;-52.618
"faculdade estadual de ciências e letras de campo mourão";"faculdade estadual de ciencias e letras de campo mourao";"";-24.046;-52.383
"faculdade estadual de filosofia ciências letras união da vitória";"faculdade estadual de filosofia ciencias letras uniao da vitoria";"";-26.23;-51.086
"faculdade européia de vitória";"faculdade europeia de vitoria";"";-20.264;-40.42
"faculdade brasileira de estudos avançados";"faculdade brasileira de estudos avancados";"";-2.53;-44.303
"escola de sociologia e política de são paulo";"escola de sociologia e politica de sao paulo";"";-23.548;-46.636
"faculdade de tecnologia prof. luiz rosa";"faculdade de tecnologia prof. luiz rosa";"";-23.186;-46.884
"faculdade presidente antônio carlos de são joão nepomuceno";"faculdade presidente antonio carlos de sao joao nepomuceno";"";-21.54;-43.011
"faculdade de tecnologia de itaquaquecetuba";"faculdade de tecnologia de itaquaquecetuba";"";-23.486;-46.348
"centro universitário de caratinga";"centro universitario de caratinga";"";-19.79;-42.139
"fatece - faculdade de tecnologia, ciências e educação";"fatece - faculdade de tecnologia, ciencias e educacao";"";-21.996;-47.426
"instituto aphonsiano de ensino superior";"instituto aphonsiano de ensino superior";"";-16.649;-49.489
"faculdade de tecnologia da serra gaúcha - caxias do sul";"faculdade de tecnologia da serra gaucha - caxias do sul";"";-29.168;-51.179
"faculdade estácio do recife - estácio fir";"faculdade estacio do recife - estacio fir";"";-8.054;-34.881
"faculdade senai de tecnologia gráfica";"faculdade senai de tecnologia grafica";"";-23.548;-46.636
"faculdade de tecnologia egídio josé da silva";"faculdade de tecnologia egidio jose da silva";"";-17.858;-41.505
"faculdade pitágoras de tecnologia de belo horizonte";"faculdade pitagoras de tecnologia de belo horizonte";"";-19.817;-43.956
"instituto superior de educação do município de itaperuna";"instituto superior de educacao do municipio de itaperuna";"";-21.205;-41.888
"faculdade de tecnologia senac jaraguá do sul";"faculdade de tecnologia senac jaragua do sul";"";-26.486;-49.067
"centro de educação superior única";"centro de educacao superior unica";"";-27.597;-48.549
"faculdade de tecnologia senai de desenvolvimento gerencial";"faculdade de tecnologia senai de desenvolvimento gerencial";"";-16.679;-49.254
"faculdade do centro educacional mineiro - facem";"faculdade do centro educacional mineiro - facem";"";-19.817;-43.956
"centro universitário de brasília";"centro universitario de brasilia";"";-15.78;-47.93
"faculdade senac porto alegre - fspoa";"faculdade senac porto alegre - fspoa";"";-30.033;-51.23
"escola superior de engenharia e gestão de são paulo - eseg";"escola superior de engenharia e gestao de sao paulo - eseg";"";-23.548;-46.636
"faculdade de tecnologia dr. thomaz novelino";"faculdade de tecnologia dr. thomaz novelino";"";-20.539;-47.401
"instituto de ensino superior do rio grande do norte";"instituto de ensino superior do rio grande do norte";"";-5.795;-35.209
"instituto cenecista de ensino superior de santo ângelo";"instituto cenecista de ensino superior de santo angelo";"";-28.299;-54.263
"instituto de educação superior unyahna de salvador";"instituto de educacao superior unyahna de salvador";"";-12.971;-38.511
"faculdade de tecnologia e ciências de feira de santana";"faculdade de tecnologia e ciencias de feira de santana";"";-12.267;-38.967
"faculdade de filosofia ciências e letras de alegre";"faculdade de filosofia ciencias e letras de alegre";"";-20.764;-41.533
"faculdade de ensino superior da cidade de feira de santana";"faculdade de ensino superior da cidade de feira de santana";"";-12.267;-38.967
"faculdade de ciências contábeis de recife";"faculdade de ciencias contabeis de recife";"";-8.009;-34.855
"universidade regional integrada do alto uruguai e das missões";"universidade regional integrada do alto uruguai e das missoes";"";-27.634;-52.274
"universidade estadual do piauí";"universidade estadual do piaui";"";-5.089;-42.802
"faculdade presidente antônio carlos de bom despacho";"faculdade presidente antonio carlos de bom despacho";"";-19.736;-45.252
"faculdades integradas são pedro";"faculdades integradas sao pedro";"";-20.319;-40.338
"faculdade de tecnologia senai cuiabá";"faculdade de tecnologia senai cuiaba";"";-15.596;-56.097
"centro de ensino superior cenecista de farroupilha";"centro de ensino superior cenecista de farroupilha";"";-29.225;-51.348
"fatec arthur azevedo - mogi mirim";"fatec arthur azevedo - mogi mirim";"";-22.432;-46.958
"faculdade nossa senhora aparecida";"faculdade nossa senhora aparecida";"";-16.822;-49.245
"faculdade presidente antônio carlos de uberaba";"faculdade presidente antonio carlos de uberaba";"";-19.748;-47.932
"faculdade de ciências sociais aplicadas ibmec";"faculdade de ciencias sociais aplicadas ibmec";"";-22.903;-43.208
"faculdade de tecnologia senai luzerna";"faculdade de tecnologia senai luzerna";"";-27.133;-51.467
"faculdade de tecnologia de praia grande";"faculdade de tecnologia de praia grande";"";-24.006;-46.403
"faculdade de tecnologia de santa catarina";"faculdade de tecnologia de santa catarina";"";-27.098;-48.918
"faculdade damas da instrução cristã";"faculdade damas da instrucao crista";"";-8.054;-34.881
"faculdade de ciências médicas de campina grande";"faculdade de ciencias medicas de campina grande";"";-7.231;-35.881
"faculdade de ciências sociais e aplicadas do paraná";"faculdade de ciencias sociais e aplicadas do parana";"";-25.428;-49.273
"instituto federal de educação, ciência e tecnologia  de santa catarina";"instituto federal de educacao, ciencia e tecnologia  de santa catarina";"";-27.597;-48.549
"faculdade de ciências contábeis de itapetininga";"faculdade de ciencias contabeis de itapetininga";"";-23.592;-48.053
"faculdade de tecnologia senac florianópolis";"faculdade de tecnologia senac florianopolis";"";-27.597;-48.549
"faculdade de filosofia e teologia paulo vi";"faculdade de filosofia e teologia paulo vi";"";-23.523;-46.188
"faculdade potiguar da paraíba";"faculdade potiguar da paraiba";"";-7.115;-34.863
"faculdade integrado de campo mourão";"faculdade integrado de campo mourao";"";-24.046;-52.383
"faculdade de ciências humanas esuda";"faculdade de ciencias humanas esuda";"";-8.054;-34.881
"faculdade de pedagogia de afonso cláudio";"faculdade de pedagogia de afonso claudio";"";-20.074;-41.124
"instituto de ensino superior de fortaleza";"instituto de ensino superior de fortaleza";"";-3.717;-38.543
"faculdade de tecnologia carlos drummond de andrade";"faculdade de tecnologia carlos drummond de andrade";"";-23.548;-46.636
"instituto superior de educação anglo-americano de foz do iguaçu";"instituto superior de educacao anglo-americano de foz do iguacu";"";-25.548;-54.588
"faculdade joaquim nabuco - paulista";"faculdade joaquim nabuco - paulista";"";-7.941;-34.873
