"city";"count";"uf";"country";"latitude";"longitude"
"pesqueira";16;"pernambuco";"brazil";-8.35778;-36.69639
"serra talhada";16;"pernambuco";"brazil";-7.99194;-38.29833
"santo antônio de pádua";16;"rio de janeiro";"brazil";-21.53944;-42.18028
"xanxerê";16;"santa catarina";"brazil";-26.87694;-52.40417
"lençóis paulista";16;"são paulo";"brazil";-22.59861;-48.80028
"nova granada";16;"são paulo";"brazil";-20.53389;-49.31417
"registro";16;"são paulo";"brazil";-24.4875;-47.84361
"aratiba";16;"";"brazil";-27.394;-52.3
"bom sucesso";16;"";"brazil";-23.71;-51.764
"campina verde";16;"";"brazil";-19.536;-49.486
"magé";16;"";"brazil";-22.653;-43.041
"planalto";16;"";"brazil";-25.716;-53.766
"são simão";16;"";"brazil";-18.991;-50.544
"tupi paulista";16;"";"brazil";-21.381;-51.571
"stuttgart";15;"baden-württemberg region";"germany";48.78232;9.17702
"guaçuí";15;"espírito santo";"brazil";-20.77556;-41.67944
"senhor do bonfim";15;"estado de bahía";"brazil";-10.46139;-40.18944
"paranaíba";15;"estado de mato grosso do sul";"brazil";-19.67722;-51.19083
"pires do rio";15;"goiás";"brazil";-17.29972;-48.27944
"mendoza";15;"mendoza";"argentina";-32.89084;-68.82717
"itabirito";15;"minas gerais";"brazil";-20.25333;-43.80139
"monte carmelo";15;"minas gerais";"brazil";-18.72472;-47.49861
"são gotardo";15;"minas gerais";"brazil";-19.31111;-46.04889
"limoeiro";15;"pernambuco";"brazil";-7.87472;-35.45028
"lyon";15;"rhône-alpes";"france";45.74846;4.84671
"camaquã";15;"rio grande do sul";"brazil";-30.85111;-51.81222
"itaqui";15;"rio grande do sul";"brazil";-29.12528;-56.55306
"são bento do sul";15;"santa catarina";"brazil";-26.25028;-49.37861
"carapicuíba";15;"são paulo";"brazil";-23.52272;-46.835
"itararé";15;"são paulo";"brazil";-24.1125;-49.33167
"orlândia";15;"são paulo";"brazil";-20.72028;-47.88667
"tambaú";15;"são paulo";"brazil";-21.705;-47.27444
"tanabi";15;"são paulo";"brazil";-20.62639;-49.64917
"bom jardim";15;"";"brazil";-3.565;-45.994
"cachoeira paulista";15;"";"brazil";-22.665;-45.009
"caconde";15;"";"brazil";-21.529;-46.644
"constantina";15;"";"brazil";-27.735;-52.992
"santo augusto";15;"";"brazil";-27.851;-53.777
"quixeramobim";14;"ceará";"brazil";-5.19917;-39.29278
"mexico";14;"central luzon";"philippines";15.0646;120.7198
"goiatuba";14;"goiás";"brazil";-18.0125;-49.35472
"bacabal";14;"maranhão";"brazil";-4.29167;-44.79167
"aimorés";14;"minas gerais";"brazil";-19.49583;-41.06389
"coromandel";14;"minas gerais";"brazil";-18.47333;-47.20028
"januária";14;"minas gerais";"brazil";-15.48866;-44.35988
"alagoa grande";14;"paraíba";"brazil";-7.15833;-35.63
"paulista";14;"pernambuco";"brazil";-7.94083;-34.87306
"montréal";14;"quebec";"canada";45.50884;-73.58781
"arroio do meio";14;"rio grande do sul";"brazil";-29.40111;-51.945
"são sebastião do caí";14;"rio grande do sul";"brazil";-29.58667;-51.37556
"cândido mota";14;"são paulo";"brazil";-22.74639;-50.38694
"palmital";14;"são paulo";"brazil";-22.78889;-50.2175
"pederneiras";14;"são paulo";"brazil";-22.35167;-48.775
"vinhedo";14;"são paulo";"brazil";-23.02972;-46.97528
"votorantim";14;"são paulo";"brazil";-23.54667;-47.43778
"gurupi";14;"tocantins";"brazil";-11.72917;-49.06861
"bela vista do paraíso";14;"";"brazil";-22.997;-51.191
"cássia";14;"";"brazil";-20.583;-46.922
"giruá";14;"";"brazil";-28.028;-54.35
"restinga seca";14;"";"brazil";-29.813;-53.375
"santo cristo";14;"";"brazil";-27.824;-54.663
"tapera";14;"";"brazil";-28.626;-52.87
"uraí";14;"";"brazil";-23.198;-50.796
"cochabamba";13;"cochabamba";"bolivia";-17.3895;-66.1568
"maputo";13;"maputo city";"mozambique";-25.96553;32.58322
"matanzas";13;"matanzas";"cuba";23.04111;-81.5775
"araçuaí";13;"minas gerais";"brazil";-16.84972;-42.07028
"carmo do paranaíba";13;"minas gerais";"brazil";-19.00083;-46.31611
"mariana";13;"minas gerais";"brazil";-20.37778;-43.41611
"cametá";13;"pará";"brazil";-2.24444;-49.49583
"castanhal";13;"pará";"brazil";-1.29389;-47.92639
"marabá";13;"pará";"brazil";-5.36861;-49.11778
"campo largo";13;"paraná";"brazil";-25.45955;-49.53014
"colorado";13;"paraná";"brazil";-22.8375;-51.97306
"lapa";13;"paraná";"brazil";-25.76972;-49.71583
"são josé dos pinhais";13;"paraná";"brazil";-25.5302;-49.20836
"palmares";13;"pernambuco";"brazil";-8.68333;-35.59167
"pinar del río";13;"pinar del río";"cuba";22.4175;-83.69806
"são jerônimo";13;"rio grande do sul";"brazil";-29.95917;-51.72222
"mafra";13;"santa catarina";"brazil";-26.11139;-49.80528
"são josé";13;"santa catarina";"brazil";-28.21171;-49.1632
"aparecida";13;"são paulo";"brazil";-22.84694;-45.22972
"cravinhos";13;"são paulo";"brazil";-21.34028;-47.72944
"serra negra";13;"são paulo";"brazil";-22.61222;-46.70056
"alecrim";13;"";"brazil";-27.655;-54.764
"ariranha";13;"";"brazil";-21.188;-48.787
"cedral";13;"";"brazil";-20.903;-49.268
"duartina";13;"";"brazil";-22.414;-49.404
"guaraçaí";13;"";"brazil";-21.028;-51.207
"horizontina";13;"";"brazil";-27.626;-54.308
"mantena";13;"";"brazil";-18.782;-40.98
"paraisópolis";13;"";"brazil";-22.554;-45.78
"potirendaba";13;"";"brazil";-21.043;-49.377
"senador firmino";13;"";"brazil";-20.912;-43.097
"tucunduva";13;"";"brazil";-27.657;-54.44
"parintins";12;"amazonas";"brazil";-2.62833;-56.73583
"mar del plata";12;"buenos aires";"argentina";-38.00228;-57.55754
"itambé";12;"estado de bahía";"brazil";-15.245;-40.62444
"santa teresa";12;"estado miranda";"venezuela";10.23409;-66.66308
"goianésia";12;"goiás";"brazil";-15.3175;-49.1175
"piracanjuba";12;"goiás";"brazil";-17.30278;-49.01667
"holguín";12;"holguín";"cuba";20.88722;-76.26306
"pinheiro";12;"maranhão";"brazil";-2.52139;-45.0825
"caeté";12;"minas gerais";"brazil";-19.88;-43.66972
"são joão nepomuceno";12;"minas gerais";"brazil";-21.54;-43.01056
"unaí";12;"minas gerais";"brazil";-16.3575;-46.90611
"ananindeua";12;"pará";"brazil";-1.36556;-48.37222
"catolé do rocha";12;"paraíba";"brazil";-6.34389;-37.74667
"guarabira";12;"paraíba";"brazil";-6.85472;-35.49
"monteiro";12;"paraíba";"brazil";-7.88944;-37.12
"loanda";12;"paraná";"brazil";-22.92306;-53.13722
"jaboatão";12;"pernambuco";"brazil";-8.18028;-35.00139
"itaguaí";12;"rio de janeiro";"brazil";-22.85222;-43.77528
"são fidélis";12;"rio de janeiro";"brazil";-21.64611;-41.74694
"são lourenço do sul";12;"rio grande do sul";"brazil";-31.36528;-51.97833
"taquari";12;"rio grande do sul";"brazil";-29.79972;-51.86444
"san salvador";12;"san salvador";"el salvador";13.68935;-89.18718
"capinzal";12;"santa catarina";"brazil";-27.34361;-51.61194
"palhoça";12;"santa catarina";"brazil";-27.64528;-48.66778
"são joaquim";12;"santa catarina";"brazil";-28.29389;-49.93167
"bucaramanga";12;"santander";"colombia";7.12539;-73.1198
"agudos";12;"são paulo";"brazil";-22.46917;-48.9875
"laranjal paulista";12;"são paulo";"brazil";-23.04972;-47.83667
"martinópolis";12;"são paulo";"brazil";-22.14583;-51.17083
"porto feliz";12;"são paulo";"brazil";-23.21472;-47.52389
"são pedro";12;"são paulo";"brazil";-22.54861;-47.91389
"araguaína";12;"tocantins";"brazil";-7.19111;-48.20722
"andrelândia";12;"";"brazil";-21.74;-44.309
"bom jesus";12;"";"brazil";-28.668;-50.417
"camaragibe";12;"";"brazil";-8.022;-34.981
"campina das missões";12;"";"brazil";-27.989;-54.839
"capinópolis";12;"";"brazil";-18.682;-49.57
"flórida paulista";12;"";"brazil";-21.615;-51.174
"iraí";12;"";"brazil";-27.194;-53.251
"ivorá";12;"";"brazil";-29.52;-53.581
"picuí";12;"";"brazil";-6.555;-36.349
"ribeirão vermelho";12;"";"brazil";-21.191;-45.062
"rincão";12;"";"brazil";-21.587;-48.071
"sananduva";12;"";"brazil";-27.95;-51.807
"terra boa";12;"";"brazil";-23.768;-52.444
"uchoa";12;"";"brazil";-20.953;-49.175
"urubici";12;"";"brazil";-28.015;-49.592
"urussanga";12;"";"brazil";-28.518;-49.321
"barbalha";11;"ceará";"brazil";-7.31111;-39.30417
"icó";11;"ceará";"brazil";-6.40111;-38.86222
"russas";11;"ceará";"brazil";-4.94028;-37.97583
"santo antônio de jesus";11;"estado de bahía";"brazil";-12.96889;-39.26139
"quirinópolis";11;"goiás";"brazil";-18.44833;-50.45167
"iquitos";11;"loreto";"peru";-3.74912;-73.25383
"campos gerais";11;"minas gerais";"brazil";-21.235;-45.75861
"jacutinga";11;"minas gerais";"brazil";-22.28556;-46.61222
"monte santo de minas";11;"minas gerais";"brazil";-21.18972;-46.98028
"nanuque";11;"minas gerais";"brazil";-17.83917;-40.35389
"nova lima";11;"minas gerais";"brazil";-19.98556;-43.84667
"pedro leopoldo";11;"minas gerais";"brazil";-19.61806;-44.04306
"pirapora";11;"minas gerais";"brazil";-17.345;-44.94194
"resplendor";11;"minas gerais";"brazil";-19.32556;-41.25528
"santo antônio do monte";11;"minas gerais";"brazil";-20.08722;-45.29361
"surubim";11;"pernambuco";"brazil";-7.83306;-35.75472
"oeiras";11;"piauí";"brazil";-7.02528;-42.13111
"nova cruz";11;"rio grande do norte";"brazil";-6.47806;-35.43389
"flores da cunha";11;"rio grande do sul";"brazil";-29.02889;-51.18167
"guaíba";11;"rio grande do sul";"brazil";-30.11389;-51.325
"araranguá";11;"santa catarina";"brazil";-28.93575;-49.49538
"campos novos";11;"santa catarina";"brazil";-27.40167;-51.225
"imbituba";11;"santa catarina";"brazil";-28.24;-48.67028
"josé bonifácio";11;"são paulo";"brazil";-21.05278;-49.68833
"monte azul paulista";11;"são paulo";"brazil";-20.90722;-48.64139
"vargem grande do sul";11;"são paulo";"brazil";-21.83222;-46.89361
"antônio prado";11;"";"brazil";-28.858;-51.283
"bernardino de campos";11;"";"brazil";-23.013;-49.474
"cacequi";11;"";"brazil";-29.884;-54.825
"cariacica";11;"";"brazil";-20.264;-40.42
"conchas";11;"";"brazil";-23.015;-48.011
"corbélia";11;"";"brazil";-24.799;-53.307
"inhapim";11;"";"brazil";-19.549;-42.12
"moji mirim";11;"";"brazil";-22.432;-46.958
"palestina";11;"";"brazil";-20.39;-49.433
"pedreiras";11;"";"brazil";-4.574;-44.597
"piratininga";11;"";"brazil";-22.413;-49.135
"ribeirão bonito";11;"";"brazil";-22.067;-48.176
"são gabriel da palha";11;"";"brazil";-19.017;-40.536
"sapé";11;"";"brazil";-7.095;-35.233
"silvânia";11;"";"brazil";-16.659;-48.608
"tapejara";11;"";"brazil";-23.733;-52.873
"torrinha";11;"";"brazil";-22.426;-48.169
"asunción";10;"asunción";"paraguay";-25.30066;-57.63591
"itapipoca";10;"ceará";"brazil";-3.49444;-39.57861
"jaguaribe";10;"ceará";"brazil";-5.89056;-38.62194
"bom jesus da lapa";10;"estado de bahía";"brazil";-13.255;-43.41806
"goiás";10;"goiás";"brazil";-15.93444;-50.14028
"huancayo";10;"junín";"peru";-12.06513;-75.20486
"codó";10;"maranhão";"brazil";-4.45528;-43.88556
"barra do garças";10;"mato grosso";"brazil";-15.89;-52.25667
"janaúba";10;"minas gerais";"brazil";-15.8025;-43.30889
"lajinha";10;"minas gerais";"brazil";-20.15139;-41.62278
"nova era";10;"minas gerais";"brazil";-19.75;-43.0375
"cruzeiro do oeste";10;"paraná";"brazil";-23.785;-53.07333
"prudentópolis";10;"paraná";"brazil";-25.21306;-50.97778
"carpina";10;"pernambuco";"brazil";-7.85083;-35.25472
"gravatá";10;"pernambuco";"brazil";-8.20111;-35.56472
"salgueiro";10;"pernambuco";"brazil";-8.07417;-39.11917
"timbaúba";10;"pernambuco";"brazil";-7.50528;-35.31833
"miracema";10;"rio de janeiro";"brazil";-21.41222;-42.19667
"arroio grande";10;"rio grande do sul";"brazil";-32.2375;-53.08694
"canela";10;"rio grande do sul";"brazil";-29.35622;-50.81357
"encantado";10;"rio grande do sul";"brazil";-29.23611;-51.86972
"encruzilhada do sul";10;"rio grande do sul";"brazil";-30.54389;-52.52194
"torres";10;"rio grande do sul";"brazil";-29.33528;-49.72694
"aguaí";10;"são paulo";"brazil";-22.05944;-46.97861
"barueri";10;"são paulo";"brazil";-23.51056;-46.87611
"brotas";10;"são paulo";"brazil";-22.28417;-48.12667
"cotia";10;"são paulo";"brazil";-23.60389;-46.91917
"guará";10;"são paulo";"brazil";-20.42833;-47.82417
"guarujá";10;"são paulo";"brazil";-23.99306;-46.25639
"jaguariúna";10;"são paulo";"brazil";-22.70556;-46.98583
"pontal";10;"são paulo";"brazil";-21.0225;-48.03722
"presidente epitácio";10;"são paulo";"brazil";-21.76333;-52.11556
"promissão";10;"são paulo";"brazil";-21.53667;-49.85806
"regente feijó";10;"são paulo";"brazil";-22.22139;-51.30278
"são tomé";10;"são tomé island";"sao tome and principe";0.33654;6.72732
"propriá";10;"sergipe";"brazil";-10.21111;-36.84028
"sofia";10;"sofia-capital";"bulgaria";42.69751;23.32415
"san miguel de tucumán";10;"tucumán";"argentina";-26.82414;-65.2226
"arroio do tigre";10;"";"brazil";-29.333;-53.093
"boa vista do buricá";10;"";"brazil";-27.669;-54.11
"catanduvas";10;"";"brazil";-27.071;-51.662
"centenário do sul";10;"";"brazil";-22.821;-51.595
"colina";10;"";"brazil";-20.713;-48.541
"cruzília";10;"";"brazil";-21.839;-44.808
"getulina";10;"";"brazil";-21.799;-49.929
"guiricema";10;"";"brazil";-21.008;-42.718
"itanhandu";10;"";"brazil";-22.296;-44.935
"ituporanga";10;"";"brazil";-27.414;-49.601
"lavínia";10;"";"brazil";-21.168;-51.04
"mandaguaçu";10;"";"brazil";-23.347;-52.095
"muqui";10;"";"brazil";-20.952;-41.346
"nova aurora";10;"";"brazil";-18.059;-48.255
"nova europa";10;"";"brazil";-21.778;-48.561
"nova londrina";10;"";"brazil";-22.766;-52.985
"pinheiro machado";10;"";"brazil";-31.578;-53.381
"poço fundo";10;"";"brazil";-21.781;-45.965
"raul soares";10;"";"brazil";-20.102;-42.453
"redenção";10;"";"brazil";-8.029;-50.031
"ribeirão claro";10;"";"brazil";-23.194;-49.758
"são francisco de assis";10;"";"brazil";-29.55;-55.131
"são luiz";10;"";"brazil";1.005;-60.159
"taperoá";10;"";"brazil";-13.538;-39.099
"terra rica";10;"";"brazil";-22.709;-52.617
"tuparendi";10;"";"brazil";-27.756;-54.482
"viadutos";10;"";"brazil";-27.569;-52.02
"chimbote";9;"ancash";"peru";-9.08528;-78.57833
"ayacucho";9;"ayacucho";"peru";-13.15878;-74.22321
"ipu";9;"ceará";"brazil";-4.32222;-40.71083
"são mateus";9;"espírito santo";"brazil";-18.72011;-39.85891
"cachoeira";9;"estado de bahía";"brazil";-12.61833;-38.95583
"ipirá";9;"estado de bahía";"brazil";-12.15833;-39.73722
"irecê";9;"estado de bahía";"brazil";-11.30417;-41.85583
"muritiba";9;"estado de bahía";"brazil";-12.91667;-39.25
"nazaré";9;"estado de bahía";"brazil";-13.035;-39.01444
"jardim";9;"estado de mato grosso do sul";"brazil";-21.48028;-56.13806
"vigo";9;"galicia";"spain";42.23282;-8.72264
"jaraguá";9;"goiás";"brazil";-15.75694;-49.33444
"porangatu";9;"goiás";"brazil";-13.44083;-49.14861
"guanhães";9;"minas gerais";"brazil";-18.775;-42.9325
"ibiá";9;"minas gerais";"brazil";-19.47833;-46.53889
"lagoa da prata";9;"minas gerais";"brazil";-20.0225;-45.54361
"oliveira";9;"minas gerais";"brazil";-20.69639;-44.82722
"prata";9;"minas gerais";"brazil";-19.30722;-48.92417
"são francisco";9;"minas gerais";"brazil";-15.94861;-44.86444
"oriximiná";9;"pará";"brazil";-1.76556;-55.86611
"tucuruí";9;"pará";"brazil";-3.76585;-49.67923
"solânea";9;"paraíba";"brazil";-6.755;-35.54
"palmeira";9;"paraná";"brazil";-25.42944;-50.00639
"santo antônio da platina";9;"paraná";"brazil";-23.295;-50.07722
"bom conselho";9;"pernambuco";"brazil";-9.16972;-36.67972
"sertânia";9;"pernambuco";"brazil";-8.07361;-37.26444
"piripiri";9;"piauí";"brazil";-4.27333;-41.77694
"puno";9;"puno";"peru";-15.8422;-70.0199
"paracambi";9;"rio de janeiro";"brazil";-22.60829;-43.7084
"piraí";9;"rio de janeiro";"brazil";-22.62917;-43.89806
"seropédica";9;"rio de janeiro";"brazil";-22.74389;-43.7075
"quaraí";9;"rio grande do sul";"brazil";-30.3875;-56.45139
"balneário camboriú";9;"santa catarina";"brazil";-26.99056;-48.63472
"são francisco do sul";9;"santa catarina";"brazil";-26.24333;-48.63806
"álvares machado";9;"são paulo";"brazil";-22.07944;-51.47194
"cajuru";9;"são paulo";"brazil";-21.27528;-47.30417
"cordeirópolis";9;"são paulo";"brazil";-22.48194;-47.45667
"acari";9;"";"brazil";-6.436;-36.639
"afonso cláudio";9;"";"brazil";-20.074;-41.124
"alpinópolis";9;"";"brazil";-20.864;-46.388
"altinópolis";9;"";"brazil";-21.026;-47.374
"alvorada do sul";9;"";"brazil";-22.78;-51.231
"anchieta";9;"";"brazil";-20.805;-40.645
"bálsamo";9;"";"brazil";-20.735;-49.584
"bananeiras";9;"";"brazil";-6.75;-35.633
"bocaina";9;"";"brazil";-22.136;-48.518
"conselheiro pena";9;"";"brazil";-19.172;-41.472
"cuité";9;"";"brazil";-6.485;-36.157
"dourado";9;"";"brazil";-22.1;-48.318
"guaraci";9;"";"brazil";-22.973;-51.65
"itaú de minas";9;"";"brazil";-20.739;-46.752
"luz";9;"";"brazil";-19.801;-45.686
"martins";9;"";"brazil";-6.088;-37.911
"mauriti";9;"";"brazil";-7.389;-38.774
"neves paulista";9;"";"brazil";-20.846;-49.63
"ouro fino";9;"";"brazil";-22.283;-46.369
"pacaembu";9;"";"brazil";-21.562;-51.261
"parapuã";9;"";"brazil";-21.783;-50.793
"passa quatro";9;"";"brazil";-22.39;-44.967
"pau dos ferros";9;"";"brazil";-6.111;-38.209
"pedro osório";9;"";"brazil";-31.864;-52.823
"poxoréo";9;"";"brazil";-15.837;-54.389
"santa adélia";9;"";"brazil";-21.243;-48.804
"santa bárbara do sul";9;"";"brazil";-28.358;-53.247
"são gonçalo do abaeté";9;"";"brazil";-18.338;-45.833
"são martinho";9;"";"brazil";-28.165;-48.979
"são miguel do anta";9;"";"brazil";-20.707;-42.719
"sapucaia do sul";9;"";"brazil";-29.839;-51.144
"seara";9;"";"brazil";-27.149;-52.311
"seberi";9;"";"brazil";-27.478;-53.403
"serra negra do norte";9;"";"brazil";-6.666;-37.397
"sertanópolis";9;"";"brazil";-23.059;-51.036
"teixeiras";9;"";"brazil";-20.651;-42.857
"são miguel dos campos";8;"alagoas";"brazil";-9.78111;-36.09361
"arica";8;"arica y parinacota";"chile";-18.4746;-70.29792
"aveiro";8;"aveiro";"portugal";40.64427;-8.64554
"bahía blanca";8;"buenos aires";"argentina";-38.71959;-62.27243
"manizales";8;"caldas";"colombia";5.06889;-75.51738
"morada nova";8;"ceará";"brazil";-5.10667;-38.3725
"nova venécia";8;"espírito santo";"brazil";-18.71056;-40.40056
"barreiras";8;"estado de bahía";"brazil";-12.15278;-44.99
"campo formoso";8;"estado de bahía";"brazil";-10.5075;-40.32139
"guanambi";8;"estado de bahía";"brazil";-14.22333;-42.78139
"itamaraju";8;"estado de bahía";"brazil";-17.03917;-39.53111
"ubaitaba";8;"estado de bahía";"brazil";-14.3125;-39.32333
"évora";8;"évora";"portugal";38.56667;-7.9
"são luís de montes belos";8;"goiás";"brazil";-16.525;-50.37222
"huambo";8;"huambo";"angola";-12.77611;15.73917
"chicago";8;"illinois";"united states";41.85003;-87.65005
"milano";8;"lombardy";"italy";45.46427;9.18951
"valdivia";8;"los ríos";"chile";-39.81422;-73.24589
"coroatá";8;"maranhão";"brazil";-4.13;-44.12417
"abaeté";8;"minas gerais";"brazil";-19.16;-45.44583
"peshawar";8;"north-west frontier province";"pakistan";34.008;71.57849
"novosibirsk";8;"novosibirsk";"russia";55.0415;82.9346
"panamá";8;"panamá";"panama";8.9936;-79.51973
"laranjeiras do sul";8;"paraná";"brazil";-25.40778;-52.41611
"barreiros";8;"pernambuco";"brazil";-8.81833;-35.18639
"angra dos reis";8;"rio de janeiro";"brazil";-23.00667;-44.31806
"cordeiro";8;"rio de janeiro";"brazil";-22.02861;-42.36083
"paraíba do sul";8;"rio de janeiro";"brazil";-22.16194;-43.29278
"vassouras";8;"rio de janeiro";"brazil";-22.40389;-43.6625
"parnamirim";8;"rio grande do norte";"brazil";-5.91556;-35.26278
"marau";8;"rio grande do sul";"brazil";-28.44917;-52.2
"ibirama";8;"santa catarina";"brazil";-27.05694;-49.51778
"tijucas";8;"santa catarina";"brazil";-27.24139;-48.63361
"águas de lindóia";8;"são paulo";"brazil";-22.47639;-46.63278
"bastos";8;"são paulo";"brazil";-21.92194;-50.73389
"caieiras";8;"são paulo";"brazil";-23.36417;-46.74056
"cubatão";8;"são paulo";"brazil";-23.895;-46.42528
