;Label;Modularity Class;City;State;Country;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree;;;;
;colegio sagrado coracao de jesus;instituition;curitiba;parana;brazil;30;0;30;60;60;0;;;;
;colegio positivo;instituition;curitiba;parana;brazil;31;0;31;60;60;0;;;;
;faculdade de filosofia ciencias e letras de rio claro;instituition;rio claro;sao paulo;brazil;29;0;29;60;60;0;;;;
;faculdade de filosofia nossa senhora medianeira;instituition;medianeira;parana;brazil;45;0;45;60;60;0;;;;
;escola superior de propaganda e marketing;instituition;sao paulo;sao paulo;brazil;17;0;17;59;59;0;;;;
;university of london;instituition;london;england;united kingdom;48;0;48;59;59;0;;;;
;faculdade de ciencias medicas e biologicas de botucatu;instituition;botucatu;sao paulo;brazil;33;0;33;59;59;0;;;;
;universidade do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;22;0;22;58;58;0;;;;
;centro universitario do triangulo;instituition;uberlandia;minas gerais;brazil;30;0;30;58;58;0;;;;
;faculdade de odontologia de bauru usp;instituition;bauru;sao paulo;brazil;35;0;35;58;58;0;;;;
;faculdade de medicina de catanduva;instituition;catanduva;sao paulo;brazil;27;0;27;58;58;0;;;;
;centro de estudos superiores de londrina;instituition;londrina;parana;brazil;29;0;29;57;57;0;;;;
;universidad del valle;instituition;cali;valle del cauca;colombia;14;0;14;57;57;0;;;;
;universidad industrial de santander;instituition;bucaramanga;santander;colombia;20;0;20;57;57;0;;;;
;faculdade evangelica do parana;instituition;curitiba;parana;brazil;29;0;29;56;56;0;;;;
;centro educacional objetivo;instituition;campinas;sao paulo;brazil;30;0;30;56;56;0;;;;
;faculdade de ciencias farmaceuticas de ribeirao preto usp;instituition;ribeirao preto;sao paulo;brazil;33;0;33;56;56;0;;;;
;universitat de barcelona;instituition;barcelona;catalonia;spain;20;0;20;56;56;0;;;;
;faculdade de odontologia de lins;instituition;lins;sao paulo;brazil;32;0;32;56;56;0;;;;
;colegio visconde de porto seguro;instituition;sao paulo;sao paulo;brazil;7;0;7;55;55;0;;;;
;colegio pitagoras;instituition;belo horizonte;minas gerais;brazil;25;0;25;55;55;0;;;;
;faculdade de filosofia nossa senhora da imaculada conceicao;instituition;santa maria;rio grande do sul;brazil;41;0;41;55;55;0;;;;
;universidade federal de roraima;instituition;boa vista;roraima;brazil;30;0;30;55;55;0;;;;
;faculdade de educacao da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;21;0;21;54;54;0;;;;
;universidade anhembi morumbi;instituition;sao paulo;sao paulo;brazil;19;0;19;54;54;0;;;;
;universite paris 1 pantheon sorbonne;instituition;paris;í¬le-de-france;france;32;0;32;54;54;0;;;;
;universidade feevale;instituition;novo hamburgo;rio grande do sul;brazil;30;0;30;54;54;0;;;;
;fundacao escola tecnica liberato salzano vieira da cunha;instituition;novo hamburgo;rio grande do sul;brazil;22;0;22;54;54;0;;;;
;universidade regional do nordeste;instituition;campina grande;paraiba;brazil;22;0;22;54;54;0;;;;
;colegio santa maria;instituition;sao joao de meriti;rio de janeiro;brazil;19;0;19;54;54;0;;;;
;escola de engenharia de sao carlos;instituition;sao paulo;sao paulo;brazil;32;0;32;53;53;0;;;;
;faculdade de medicina de petropolis;instituition;petropolis;rio de janeiro;brazil;20;0;20;52;52;0;;;;
;instituto federal do maranhao;instituition;sao luis;maranhao;brazil;17;0;17;52;52;0;;;;
;universidade do planalto catarinense;instituition;lages;santa catarina;brazil;27;0;27;52;52;0;;;;
;fundacao universidade federal do tocantins;instituition;palmas;tocantins;brazil;35;0;35;52;52;0;;;;
;fac de filosofia letras e ciencias humanas usp;instituition;sao paulo;sao paulo;brazil;19;0;19;51;51;0;;;;
;instituto de quimica;instituition;uberlandia;minas gerais;brazil;21;0;21;51;51;0;;;;
;escola de enfermagem de ribeirao preto usp;instituition;ribeirao preto;sao paulo;brazil;35;0;35;51;51;0;;;;
;faculdade salesiana de filosofia ciencias e letras de lorena;instituition;lorena;sao paulo;brazil;37;0;37;51;51;0;;;;
;universidad central de venezuela;instituition;caracas;distrito federal;venezuela;15;0;15;51;51;0;;;;
;faculdade de odontologia de bauru;instituition;bauru;sao paulo;brazil;33;0;33;50;50;0;;;;
;universidade do minho;instituition;braga;braga;portugal;23;0;23;49;49;0;;;;
;university of cambridge;instituition;cambridge;england;united kingdom;33;0;33;49;49;0;;;;
;centro universitario moura lacerda;instituition;ribeirao preto;sao paulo;brazil;19;0;19;49;49;0;;;;
;faculdade de filosofia letras e ciencias humanas;instituition;sao paulo;sao paulo;brazil;16;0;16;48;48;0;;;;
;centro brasileiro de pesquisas fisicas;instituition;rio de janeiro;rio de janeiro;brazil;26;0;26;48;48;0;;;;
;faculdade jesuita de filosofia e teologia;instituition;belo horizonte;minas gerais;brazil;38;0;38;48;48;0;;;;
;faculdades integradas de guarulhos;instituition;guarulhos;sao paulo;brazil;13;0;13;48;48;0;;;;
;faculdade de odontologia de ribeirao preto usp;instituition;ribeirao preto;sao paulo;brazil;28;0;28;48;48;0;;;;
;pontificia universidad catolica de chile;instituition;santiago;santiago;chile;15;0;15;48;48;0;;;;
;centro universitario augusto motta;instituition;rio de janeiro;rio de janeiro;brazil;15;0;15;47;47;0;;;;
;centro universitario metodista;instituition;porto alegre;rio grande do sul;brazil;15;0;15;47;47;0;;;;
;faculdade de filosofia ciencias e letras imaculada conceicao;instituition;santa maria;rio grande do sul;brazil;17;0;17;47;47;0;;;;
;universidade de lisboa;instituition;lisbon;lisbon;portugal;41;0;41;47;47;0;;;;
;centro universitario filadelfia;instituition;londrina;parana;brazil;28;0;28;47;47;0;;;;
;instituto de tecnologia da amazonia;instituition;manaus;amazonas;brazil;11;0;11;47;47;0;;;;
;instituto nacional de telecomunicacoes;instituition;santa rita do sapucai;minas gerais;brazil;41;0;41;47;47;0;;;;
;faculdade porto alegrense de educacao ciencias e letras;instituition;porto alegre;rio grande do sul;brazil;24;0;24;46;46;0;;;;
;fundacao universidade de itauna;instituition;almenara;minas gerais;brazil;18;0;18;46;46;0;;;;
;escola de engenharia de piracicaba;instituition;piracicaba;sao paulo;brazil;21;0;21;46;46;0;;;;
;faculdade de direito de sao bernardo do campo;instituition;sao bernardo do campo;sao paulo;brazil;11;0;11;46;46;0;;;;
;colegio imaculada conceicao;instituition;campina grande;paraiba;brazil;26;0;26;46;46;0;;;;
;universidade do contestado;instituition;canoinhas;santa catarina;brazil;25;0;25;46;46;0;;;;
;universidade catolica de goias;instituition;goias;goias;brazil;32;0;32;46;46;0;;;;
;colegio santo andre;instituition;sao paulo;sao paulo;brazil;18;0;18;45;45;0;;;;
;colegio militar do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;11;0;11;45;45;0;;;;
;centro federal de educacao tecnologica de pelotas;instituition;pelotas;rio grande do sul;brazil;14;0;14;45;45;0;;;;
;universidade vale do rio verde de tres coracoes;instituition;tres coracoes;minas gerais;brazil;25;0;25;45;45;0;;;;
;universidad de antioquia;instituition;medellin;departamento de antioquia;colombia;13;0;13;45;45;0;;;;
;faculdade de filosofia ciencias e letras barao de maua;instituition;ribeirao preto;sao paulo;brazil;23;0;23;45;45;0;;;;
;centro universitario barao de maua jardim paulista;instituition;sao paulo;sao paulo;brazil;22;0;22;44;44;0;;;;
;universidade guarulhos;instituition;guarulhos;sao paulo;brazil;18;0;18;44;44;0;;;;
;freie universitat berlin;instituition;berlin;berlin;germany;30;0;30;44;44;0;;;;
;centro de estudos superiores de maceio;instituition;maceio;alagoas;brazil;19;0;19;44;44;0;;;;
;faculdade estadual de ciencias e letras de campo mourao;instituition;campo mourao;parana;brazil;26;0;26;44;44;0;;;;
;instituto de pesquisas energeticas e nucleares;instituition;sao paulo;sao paulo;brazil;23;0;23;43;43;0;;;;
;centro universitario da cidade;instituition;rio de janeiro;rio de janeiro;brazil;11;0;11;43;43;0;;;;
;faculdade catolica de administracao e economia;instituition;curitiba;parana;brazil;23;0;23;43;43;0;;;;
;centro federal de educacao tecnologica do parana;instituition;curitiba;parana;brazil;23;0;23;43;43;0;;;;
;faculdade de direito de curitiba;instituition;curitiba;parana;brazil;15;0;15;43;43;0;;;;
;instituto federal de educacao ciencia e tecnologia do espirito santo;instituition;vitoria;espirito santo;brazil;20;0;20;43;43;0;;;;
;centro universitario sao camilo campus pompeia;instituition;pompeia;sao paulo;brazil;21;0;21;43;43;0;;;;
;universidade de aveiro;instituition;aveiro;aveiro;portugal;21;0;21;42;42;0;;;;
;escola de enfermagem da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;17;0;17;41;41;0;;;;
;faculdade de economia administracao e contabilidade usp;instituition;sao paulo;sao paulo;brazil;14;0;14;41;41;0;;;;
;instituto de fisica;instituition;sao paulo;sao paulo;brazil;23;0;23;41;41;0;;;;
;colegio marista dom silverio;instituition;belo horizonte;minas gerais;brazil;12;0;12;41;41;0;;;;
;escola de engenharia de sao carlos usp;instituition;sao carlos;sao paulo;brazil;31;0;31;41;41;0;;;;
;centro universitario la salle canoas;instituition;canoas;rio grande do sul;brazil;26;0;26;41;41;0;;;;
;universidad nacional de misiones;instituition;san ignacio;cayo;belize;23;0;23;41;41;0;;;;
;centro universitario assuncao;instituition;sao paulo;sao paulo;brazil;24;0;24;40;40;0;;;;
;hospital das clinicas da faculdade de medicina da usp;instituition;sao paulo;sao paulo;brazil;14;0;14;40;40;0;;;;
;faculdades integradas helio alonso;instituition;rio de janeiro;rio de janeiro;brazil;4;0;4;40;40;0;;;;
;escola de enfermagem de ribeirao preto;instituition;ribeirao preto;sao paulo;brazil;22;0;22;40;40;0;;;;
;pontificia universidade gregoriana;instituition;rome;latium;italy;39;0;39;40;40;0;;;;
;faculdade de medicina de itajuba;instituition;itajuba;minas gerais;brazil;25;0;25;40;40;0;;;;
;faculdade de filosofia ciencias e letras de catanduva;instituition;catanduva;sao paulo;brazil;21;0;21;40;40;0;;;;
;universidad nacional de trujillo;instituition;trujillo;la libertad;peru;8;0;8;40;40;0;;;;
;instituto de geociencias;instituition;sao paulo;sao paulo;brazil;26;0;26;39;39;0;;;;
;centro universitario do estado do para;instituition;belem;para;brazil;8;0;8;39;39;0;;;;
;instituto federal de pernambuco;instituition;recife;pernambuco;brazil;13;0;13;39;39;0;;;;
;instituto nacional de pesquisas da amazonia;instituition;manaus;amazonas;brazil;26;0;26;39;39;0;;;;
;faculdade de ciencias agronomicas;instituition;botucatu;sao paulo;brazil;26;0;26;39;39;0;;;;
;academia da forca aerea;instituition;pirassununga;sao paulo;brazil;20;0;20;39;39;0;;;;
;faculdade de arquitetura e urbanismo da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;12;0;12;38;38;0;;;;
;universidad de la republica;instituition;montevideo;montevideo;uruguay;7;0;7;38;38;0;;;;
;universidad nacional de rosario;instituition;santa fe de la vera cruz;santa fe;argentina;17;0;17;38;38;0;;;;
;escola de engenharia de sao carlos universidade de sao paulo;instituition;sao carlos;sao paulo;brazil;26;0;26;38;38;0;;;;
;faculdade de filosofia de campos;instituition;campos dos goytacazes;rio de janeiro;brazil;10;0;10;38;38;0;;;;
;instituto de educacao de minas gerais;instituition;belo horizonte;minas gerais;brazil;10;0;10;37;37;0;;;;
;conselho federal de odontologia;instituition;porto alegre;rio grande do sul;brazil;23;0;23;37;37;0;;;;
;universite paris diderot;instituition;paris;í¬le-de-france;france;31;0;31;37;37;0;;;;
;universidade presidente antonio carlos;instituition;barbacena;minas gerais;brazil;22;0;22;37;37;0;;;;
;centro de ensino superior de maringa;instituition;maringa;parana;brazil;23;0;23;37;37;0;;;;
;universidade de brasilia;instituition;brasilia;federal district;brazil;33;0;33;36;36;0;;;;
;escola politecnica da usp;instituition;sao paulo;sao paulo;brazil;13;0;13;36;36;0;;;;
;universidade anhanguera uniderp;instituition;recife;pernambuco;brazil;26;0;26;36;36;0;;;;
;escola de enfermagem de ribeirao preto da universidade de sao paulo;instituition;ribeirao preto;sao paulo;brazil;20;0;20;36;36;0;;;;
;universidade comunitaria da regiao de chapeco;instituition;chapeco;santa catarina;brazil;22;0;22;36;36;0;;;;
;university of florida;instituition;gainesville;florida;united states;34;0;34;36;36;0;;;;
;universidad de granada;instituition;granada;andalusia;spain;21;0;21;36;36;0;;;;
;faculdade de medicina de campos;instituition;campos dos goytacazes;rio de janeiro;brazil;21;0;21;36;36;0;;;;
;centro universitario da grande dourados;instituition;dourados;mato grosso do sul;brazil;27;0;27;36;36;0;;;;
;universidad del oriente cuba;instituition;santiago de cuba;santiago de cuba;cuba;9;0;9;36;36;0;;;;
;universidade do vale do sapucai;instituition;pouso alegre;minas gerais;brazil;21;0;21;36;36;0;;;;
;universidade de rio verde;instituition;rio verde;goias;brazil;17;0;17;36;36;0;;;;
;universidad central marta abreu de las villas;instituition;santa clara;villa clara;cuba;14;0;14;36;36;0;;;;
;centro universitario belas artes de sao paulo;instituition;sao paulo;sao paulo;brazil;12;0;12;35;35;0;;;;
;faculdade de direito da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;17;0;17;35;35;0;;;;
;faculdade de odontologia da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;12;0;12;35;35;0;;;;
;universidade mackenzie;instituition;sao paulo;sao paulo;brazil;12;0;12;35;35;0;;;;
;centro universitario do leste de minas gerais;instituition;coronel fabriciano;minas gerais;brazil;15;0;15;35;35;0;;;;
;university of oxford;instituition;oxford;england;united kingdom;31;0;31;35;35;0;;;;
;universite paris 8 vincennes saint denis;instituition;saint denis;í¬le-de-france;france;26;0;26;35;35;0;;;;
;instituto de psicologia da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;14;0;14;34;34;0;;;;
;universidade cruzeiro do sul;instituition;sao paulo;sao paulo;brazil;10;0;10;34;34;0;;;;
;centro universitario adventista de sao paulo;instituition;sao paulo;sao paulo;brazil;25;0;25;34;34;0;;;;
;faculdade de filosofia letras e ciencias humanas da usp;instituition;sao paulo;sao paulo;brazil;15;0;15;34;34;0;;;;
;universite sorbonne nouvelle paris 3;instituition;paris;í¬le-de-france;france;26;0;26;34;34;0;;;;
;universidade de buenos aires;instituition;buenos aires;buenos aires f,d,;argentina;10;0;10;34;34;0;;;;
;instituto de quimica de sao carlos;instituition;sao carlos;sao paulo;brazil;23;0;23;34;34;0;;;;
;universidad nacional de cordoba argentina;instituition;cordoba;cí_rdoba;argentina;16;0;16;34;34;0;;;;
;universite de paris x nanterre;instituition;nanterre;í¬le-de-france;france;23;0;23;34;34;0;;;;
;centro universitario fieo;instituition;osasco;sao paulo;brazil;12;0;12;34;34;0;;;;
;universidad de oriente;instituition;maturin;estado monagas;venezuela;12;0;12;34;34;0;;;;
;instituto de biociencias da usp;instituition;sao paulo;sao paulo;brazil;9;0;9;33;33;0;;;;
;centro universitario lusiada;instituition;santos;sao paulo;brazil;8;0;8;33;33;0;;;;
;universidade estadual de campinas;instituition;campinas;sao paulo;brazil;27;0;27;33;33;0;;;;
;instituto federal de educacao ciencia e tecnologia do para;instituition;belem;para;brazil;9;0;9;33;33;0;;;;
;departamento de engenharia quimica;instituition;seropedica;rio de janeiro;brazil;23;0;23;33;33;0;;;;
;faculdade de educacao sao luis;instituition;jaboticabal;sao paulo;brazil;22;0;22;33;33;0;;;;
;centro universitario de volta redonda;instituition;volta redonda;rio de janeiro;brazil;15;0;15;33;33;0;;;;
;escola politecnica;instituition;sao paulo;sao paulo;brazil;20;0;20;32;32;0;;;;
;faculdade de direito de franca;instituition;franca;sao paulo;brazil;14;0;14;32;32;0;;;;
;centro universitario euripedes de marilia;instituition;marilia;sao paulo;brazil;19;0;19;32;32;0;;;;
;universidade sao francisco itatiba;instituition;itatiba;sao paulo;brazil;16;0;16;32;32;0;;;;
;universidade federal do reconcavo da bahia;instituition;cruz das almas;bahia;brazil;15;0;15;32;32;0;;;;
;eberhard karls universitat tubingen;instituition;rottenburg;baden-wí_rttemberg region;germany;29;0;29;31;31;0;;;;
;universidade vila velha;instituition;vila velha;espirito santo;brazil;18;0;18;31;31;0;;;;
;instituto de biociencias da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;12;0;12;30;30;0;;;;
;universidad de la republica uruguay;instituition;montevideo;montevideo;uruguay;10;0;10;30;30;0;;;;
;universidad de sevilla;instituition;sevilla;andalusia;spain;15;0;15;30;30;0;;;;
;faculdade de ciencias agrarias e veterinarias;instituition;jaboticabal;sao paulo;brazil;21;0;21;30;30;0;;;;
;centro universitario univates;instituition;lajeado;rio grande do sul;brazil;17;0;17;30;30;0;;;;
;universidad nacional del sur;instituition;bahia blanca;buenos aires;argentina;12;0;12;30;30;0;;;;
;faculdade de filosofia ciencias e letras;instituition;santa rita;paraiba;brazil;26;0;26;30;30;0;;;;
;faculdade de ciencias farmaceuticas da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;11;0;11;29;29;0;;;;
;faculdade de saude publica da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;11;0;11;29;29;0;;;;
;faculdade porto alegrense;instituition;porto alegre;rio grande do sul;brazil;11;0;11;29;29;0;;;;
;faculdade de medicina de ribeirao preto universidade de sao paulo;instituition;ribeirao preto;sao paulo;brazil;24;0;24;29;29;0;;;;
;universita degli studi di padova;instituition;padova;veneto;italy;21;0;21;29;29;0;;;;
;universidade nova de lisboa;instituition;lisbon;lisbon;portugal;19;0;19;29;29;0;;;;
;instituto de fisica de sao carlos;instituition;sao carlos;sao paulo;brazil;24;0;24;29;29;0;;;;
;instituto federal de educacao ciencia e tecnologia do rio de janeiro;instituition;nilopolis;rio de janeiro;brazil;6;0;6;29;29;0;;;;
;universidade federal de pernambuco;instituition;recife;pernambuco;brazil;21;0;21;29;29;0;;;;
;cornell university;instituition;ithaca;new york;united states;28;0;28;28;28;0;;;;
