"no_ies";"latitude";"longitude";"count"
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.805;-49.926;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.659;-48.608;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.649;-49.489;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.358;-49.496;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.253;-47.95;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.198;-50.314;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.02;-49.81;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.852;-48.959;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.757;-49.334;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.308;-49.598;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-14.549;-49.969;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-14.474;-48.46;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";-13.533;-48.22;2
"UNIVERSIDADE ESTADUAL DE GOIÁS";;;2
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-23.938;-54.271;2
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-22.305;-53.815;2
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";;;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-17.345;-44.942;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-17.222;-46.875;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-17.108;-43.815;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-16.208;-44.429;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-15.949;-44.864;2
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-14.926;-42.819;2
"UNIVERSIDADE ESTADUAL DE PONTA GROSSA";-24.324;-50.616;2
"UNIVERSIDADE ESTADUAL DO CENTRO OESTE";-24.757;-51.761;2
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-6.495;-43.702;2
"UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO";;;2
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-8.144;-41.15;2
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-6.408;-41.746;2
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-6.241;-42.855;2
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-3.902;-42.234;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-31.331;-54.107;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-29.718;-52.426;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-29.448;-50.584;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-29.168;-51.179;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-28.639;-53.606;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-28.512;-50.934;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-27.634;-52.274;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-27.456;-53.932;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-27.359;-53.394;2
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";;;2
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-23.502;-47.458;2
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-22.979;-49.871;2
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-21.209;-50.433;2
"UNIVERSIDADE FEDERAL DE ALAGOAS";-10.29;-36.586;2
"UNIVERSIDADE FEDERAL DE ALAGOAS";-9.478;-35.853;2
"UNIVERSIDADE FEDERAL DE ALAGOAS";-9.407;-36.628;2
"UNIVERSIDADE FEDERAL DE ALAGOAS";-9.378;-37.245;2
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-23.065;-54.191;2
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-21.121;-56.482;2
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-18.794;-52.623;2
"UNIVERSIDADE FEDERAL DE RORAIMA";;;2
"UNIVERSIDADE FEDERAL DE SANTA CATARINA";-27.283;-50.584;2
"UNIVERSIDADE FEDERAL DE SANTA CATARINA";-26.304;-48.846;2
"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI";-19.466;-44.247;2
"UNIVERSIDADE FEDERAL DE VIÇOSA";;;2
"UNIVERSIDADE FEDERAL DO ACRE";-10.941;-69.567;2
"UNIVERSIDADE FEDERAL DO ACRE";-9.434;-71.884;2
"UNIVERSIDADE FEDERAL DO AMAPÁ";-0.058;-51.182;2
"UNIVERSIDADE FEDERAL DO MARANHÃO";-5.819;-46.139;2
"UNIVERSIDADE FEDERAL DO MARANHÃO";-3.543;-43.916;2
"UNIVERSIDADE FEDERAL DO MARANHÃO";-2.762;-42.274;2
"UNIVERSIDADE FEDERAL DO PARÁ";-6.497;-49.878;2
"UNIVERSIDADE FEDERAL DO PARÁ";-3.718;-53.737;2
"UNIVERSIDADE FEDERAL DO PARÁ";-2.947;-48.953;2
"UNIVERSIDADE FEDERAL DO PARÁ";-2.419;-48.152;2
"UNIVERSIDADE FEDERAL DO PARÁ";-2.152;-56.092;2
"UNIVERSIDADE FEDERAL DO PARANÁ";-25.674;-48.511;2
"UNIVERSIDADE FEDERAL DO RIO GRANDE";-29.818;-50.52;2
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";-29.975;-50.128;2
"UNIVERSIDADE FEDERAL FLUMINENSE";-23.007;-44.318;2
"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";-2.995;-47.353;2
"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";;;2
"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";-6.111;-38.209;2
"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";-5.793;-37.557;2
"UNIVERSIDADE FUMEC";;;2
"UNIVERSIDADE NORTE DO PARANÁ";-23.11;-50.368;2
"UNIVERSIDADE PRESBITERIANA MACKENZIE";-22.906;-47.061;2
"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL";-28.293;-53.502;2
"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL";-27.456;-53.932;2
"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES";-28.149;-54.738;2
"UNIVERSIDADE SEVERINO SOMBRA";-22.919;-42.819;2
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-25.395;-51.458;2
"CASTELLI ESCOLA SUPERIOR DE HOTELARIA";-29.366;-50.816;1
"CENTRO DE EDUCAÇÃO SUPERIOR BARNABITA";-19.817;-43.956;1
"CENTRO DE EDUCAÇÃO TÉCNICA DA UTRAMIG";-19.817;-43.956;1
"CENTRO DE ENSINO SUPERIOR ARCANJO MIKAEL DE ARAPIRACA";-9.752;-36.661;1
"CENTRO DE ESTUDOS SUPERIORES APRENDIZ";-21.226;-43.774;1
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA";-22.852;-43.775;1
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";-21.532;-42.643;1
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";-20.139;-44.884;1
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";-19.583;-42.644;1
"CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE";-23.548;-46.636;1
"CENTRO UNIVERSITÁRIO BARRIGA VERDE";-28.331;-49.035;1
"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS";-23.548;-46.636;1
"CENTRO UNIVERSITÁRIO DE ANÁPOLIS";-15.308;-49.598;1
"CENTRO UNIVERSITÁRIO DE BRUSQUE";-27.286;-48.93;1
"CENTRO UNIVERSITÁRIO DE BRUSQUE";-27.276;-48.849;1
"CENTRO UNIVERSITÁRIO DE CARATINGA";-19.364;-42.569;1
"CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA";-25.874;-50.383;1
"CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA";-23.548;-46.636;1
"CENTRO UNIVERSITÁRIO DO NORTE";;;1
"CENTRO UNIVERSITÁRIO DO SUL DE MINAS";-22.029;-45.835;1
"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ";-27.597;-48.549;1
"CENTRO UNIVERSITÁRIO PLÍNIO LEITE";-22.744;-42.859;1
"CENTRO UNIVERSITÁRIO UNIVATES";-29.236;-51.87;1
"ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS";-22.903;-43.208;1
"ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS";-22.903;-43.208;1
"ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO";-23.548;-46.636;1
"ESCOLA DE CIÊNCIAS DO TRABALHO";-23.548;-46.636;1
"ESCOLA DE DIREITO DE BRASÍLIA";-15.78;-47.93;1
"ESCOLA DE DIREITO DE SÃO PAULO";-23.548;-46.636;1
"ESCOLA DE DIREITO DO RIO DE JANEIRO";-22.903;-43.208;1
"ESCOLA DE ECONOMIA DE SÃO PAULO";-23.548;-46.636;1
"ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS";-22.662;-50.412;1
"ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES";-22.903;-43.208;1
"ESCOLA DE ENFERMAGEM WENCESLAU BRAZ";-22.426;-45.453;1
"ESCOLA DE ENGENHARIA DE AGRIMENSURA";-12.971;-38.511;1
"ESCOLA DE ENGENHARIA KENNEDY";-19.817;-43.956;1
"ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO";-19.817;-43.956;1
"ESCOLA DE MATEMÁTICA APLICADA";-22.903;-43.208;1
"ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES";-22.903;-43.208;1
"ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO";-23.548;-46.636;1
"ESCOLA DOMINICANA DE TEOLOGIA";-23.548;-46.636;1
"ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS";-22.903;-43.208;1
"ESCOLA SUPERIOR ABERTA DO BRASIL";-20.33;-40.292;1
"ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS";-23.179;-45.887;1
"ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO DA BAIXADA SANTISTA";-23.961;-46.334;1
"ESCOLA SUPERIOR DE ARTES CÉLIA HELENA";-23.548;-46.636;1
"ESCOLA SUPERIOR DE AVIAÇÃO CIVIL";-7.231;-35.881;1
"ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA";-27.615;-48.628;1
"ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING";-25.428;-49.273;1
"ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA";-30.033;-51.23;1
"ESCOLA SUPERIOR DOM HELDER CÂMARA";-19.817;-43.956;1
"ESCOLA SUPERIOR NACIONAL DE SEGUROS";-22.903;-43.208;1
"ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO";-23.548;-46.636;1
"FACUDADE IEDUCARE - FIED";-3.732;-40.992;1
"FACULDADE AIEC";;;1
"FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS";-15.78;-47.93;1
"FACULDADE ANCHIETA DO RECIFE";-8.054;-34.881;1
"FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA";-7.115;-34.863;1
"FACULDADE APOGEU";-15.78;-47.93;1
"FACULDADE ARQUIDIOCESANA DE MARIANA";-20.378;-43.416;1
"FACULDADE ATENAS MARANHENSE DE IMPERATRIZ";-5.526;-47.476;1
"FACULDADE ATENEU";-20.33;-40.292;1
"FACULDADE AUTÔNOMA DE DIREITO";-23.548;-46.636;1
"FACULDADE BAIANA DE DIREITO E GESTÃO";-12.971;-38.511;1
"FACULDADE BARDDAL";-27.597;-48.549;1
"FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS";-27.597;-48.549;1
"FACULDADE BATISTA PIONEIRA";-28.388;-53.915;1
"FACULDADE BRASILEIRA DE CIÊNCIAS JURÍDICAS";-22.903;-43.208;1
"FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS";-2.53;-44.303;1
"FACULDADE CAL DE ARTES CÊNICAS";-22.903;-43.208;1
"FACULDADE CÂNDIDO RONDON - FCR";-15.596;-56.097;1
"FACULDADE CATÓLICA DE SANTA CATARINA";-27.597;-48.549;1
"FACULDADE CENECISTA DE RIO BONITO";-22.708;-42.626;1
"FACULDADE CIDADE DE GUANHÃES - FACIG";-18.775;-42.933;1
"FACULDADE CIDADE LUZ";-20.433;-51.343;1
"FACULDADE CLARETIANA DE TEOLOGIA";-25.428;-49.273;1
"Faculdade Comunitária da Serra";-20.129;-40.308;1
"Faculdade Comunitária de Carangola";-20.733;-42.029;1
"Faculdade Comunitária de Manhuaçu";-20.258;-42.034;1
"Faculdade Comunitária de Pedagogia da Serra";-20.129;-40.308;1
"Faculdade Comunitária de Saúde da Serra";-20.129;-40.308;1
"FACULDADE DA IGREJA MINISTÉRIO FAMA";-16.679;-49.254;1
"FACULDADE DE ADMINISTRAÇÃO";-7.191;-48.207;1
"FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS";;;1
"FACULDADE DE ADMINISTRAÇÃO DA FESPSP";-23.548;-46.636;1
"FACULDADE DE ADMINISTRAÇÃO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO";-23.548;-46.636;1
"FACULDADE DE ADMINISTRAÇÃO DE ASSIS";-22.662;-50.412;1
"FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES";-21.389;-42.697;1
"FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE PARAÍSO DO TOCANTINS";-10.176;-48.867;1
"FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS IBRAFEM";-22.761;-47.154;1
"FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES";-18.851;-41.949;1
"FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS";-9.666;-35.735;1
"FACULDADE DE ARAÇATUBA";-21.209;-50.433;1
"FACULDADE DE ARTE E DESIGN";-20.139;-44.884;1
"FACULDADE DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO";-23.548;-46.636;1
"FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS COSTA BRAGA";-23.548;-46.636;1
"FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA";-20.896;-51.379;1
"FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL";-24.183;-46.789;1
"FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO";-20.264;-40.42;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS";-12.971;-38.511;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE AFONSO CLÁUDIO";-20.074;-41.124;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA";-7.191;-48.207;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS";-22.662;-50.412;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE LUCÉLIA";-21.72;-51.019;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI";-23.065;-54.191;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTE NOVA";-20.416;-42.909;1
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE";-8.009;-34.855;1
"FACULDADE DE CIÊNCIAS DA BAHIA - FACIBA";-12.971;-38.511;1
"FACULDADE DE CIÊNCIAS DA SAÚDE";-22.211;-49.656;1
"FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA";-20.557;-48.568;1
"FACULDADE DE CIÊNCIAS DO TOCANTINS";-7.191;-48.207;1
"FACULDADE DE CIÊNCIAS EDUCACIONAIS";;;1
"FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE";-10.911;-37.072;1
"FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO";-20.319;-40.338;1
"FACULDADE DE CIÊNCIAS EMPRESARIAIS E ESTUDOS COSTEIROS DE NATAL";-5.795;-35.209;1
"FACULDADE DE CIÊNCIAS EXATAS DE GARANHUNS";-8.89;-36.493;1
"FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE";-16.735;-43.862;1
"FACULDADE DE CIÊNCIAS GERENCIAIS EM VOTUPORANGA";-20.423;-49.973;1
"FACULDADE DE CIÊNCIAS HUMANAS DE CRUZEIRO";;;1
"FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA";-3.717;-38.543;1
"FACULDADE DE CIÊNCIAS HUMANAS DE ITABIRA";-19.619;-43.227;1
"FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE";-20.737;-48.915;1
"FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO";-8.758;-38.964;1
"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS";-22.903;-43.208;1
"Faculdade de Ciencias Humanas e Sociais de Serra Talhada";-7.986;-38.296;1
"FACULDADE DE CIÊNCIAS JURÍDICAS DE ALAGOAS";-10.29;-36.586;1
"FACULDADE DE CIÊNCIAS JURÍDICAS DE DIAMANTINA";-18.249;-43.6;1
"FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS";-10.176;-48.867;1
"FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTOS DUMONT";-21.457;-43.553;1
"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ";-9.666;-35.735;1
"FACULDADE DE CIÊNCIAS JURÍDICAS PROFESSOR ALBERTO DEODATO";-19.817;-43.956;1
"FACULDADE DE CIÊNCIAS MÉDICAS DA BAHIA";-16.278;-39.025;1
"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E HUMANAS DE GARANHUNS";-8.89;-36.493;1
"FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES";-8.683;-35.592;1
"FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA";-3.717;-38.543;1
"FACULDADE DECISION DE NEGÓCIOS";-30.033;-51.23;1
"FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO";-23.548;-46.636;1
"FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI";-20.658;-40.511;1
"FACULDADE DE CONCHAS";-23.015;-48.011;1
"FACULDADE DE DIREITO DA ALTA PAULISTA";-21.935;-50.514;1
"FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO";-23.548;-46.636;1
"FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO";-30.033;-51.23;1
"FACULDADE DE DIREITO DA SERRA";-20.129;-40.308;1
"FACULDADE DE DIREITO DE ALTA FLORESTA";-9.876;-56.086;1
"FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM";-20.849;-41.113;1
"FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE";-20.66;-43.786;1
"FACULDADE DE DIREITO DE FRANCA";-20.539;-47.401;1
"FACULDADE DE DIREITO DE GARANHUNS";-8.89;-36.493;1
"Faculdade de Direito de Ipatinga";-19.468;-42.537;1
"FACULDADE DE DIREITO DE ITABIRA";-19.619;-43.227;1
"FACULDADE DE DIREITO DE ITÚ";-23.264;-47.299;1
"FACULDADE DE DIREITO DE PASSOS";-20.719;-46.61;1
"FACULDADE DE DIREITO DE SANTA MARIA";-29.684;-53.807;1
"FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO";-23.694;-46.565;1
"FACULDADE DE DIREITO DE SOROCABA";-23.502;-47.458;1
"FACULDADE DE DIREITO DE TANGARÁ DA SERRA";-14.619;-57.486;1
"FACULDADE DE DIREITO DE VARGINHA - FADIVA";-21.551;-45.43;1
"FACULDADE DE DIREITO DE VILA VELHA";-20.33;-40.292;1
"FACULDADE DE DIREITO DO SUL DE MINAS";-22.23;-45.936;1
"FACULDADE DE DIREITO DO VALE DO RIO DOCE";-18.851;-41.949;1
"FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE";-20.24;-41.983;1
"FACULDADE DE DIREITO FRANCISCO BELTRÃO";-26.081;-53.055;1
"FACULDADE DE DIREITO MILTON CAMPOS";-19.986;-43.847;1
"FACULDADE DE DIREITO PADRE ARNALDO JANSSEN";-19.817;-43.956;1
"FACULDADE DE DIREITO PROFESSOR DAMÁSIO DE JESUS";-23.548;-46.636;1
"FACULDADE DE DIREITO SANTO AGOSTINHO";-16.735;-43.862;1
"FACULDADE DE DIREITO UNIDADE GUARAPARI";-20.658;-40.511;1
"FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU";-25.548;-54.588;1
"FACULDADE DE EDUCAÇÃO";-20.319;-40.338;1
"FACULDADE DE EDUCAÇÃO DE ASSIS";-22.662;-50.412;1
"FACULDADE DE EDUCAÇÃO DE BOM DESPACHO";-19.736;-45.252;1
"FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ";-22.816;-45.193;1
"FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA";-22.233;-53.343;1
"FACULDADE DE EDUCAÇÃO DE VITÓRIA";-20.319;-40.338;1
"Faculdade de Educação e Estudos Sociais de Uberlândia";-18.919;-48.277;1
"FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA REGIÃO MISSIONEIRA";-28.021;-54.936;1
"FACULDADE DE EDUCAÇÃO FÍSICA DE ARAGUAÍNA";-7.191;-48.207;1
"FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU";-25.548;-54.588;1
"FACULDADE DE EDUCAÇÃO SÃO BRAZ";-25.428;-49.273;1
"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ";-22.903;-43.208;1
"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ";-22.505;-43.179;1
"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ";-21.539;-42.18;1
"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ";-21.205;-41.888;1
"FACULDADE DE ENFERMAGEM";-7.191;-48.207;1
"FACULDADE DE ENFERMAGEM DE BELO JARDIM";-8.336;-36.424;1
"FACULDADE DE ENFERMAGEM DE PASSOS";-20.719;-46.61;1
"FACULDADE DE ENFERMAGEM DO HOSPITAL ISRAELITA ALBERT EINSTEIN";-23.548;-46.636;1
"FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC";-22.903;-43.208;1
"FACULDADE DE ENFERMAGEM NOVA ESPERANÇA";-7.115;-34.863;1
"FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN";-5.188;-37.344;1
"FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA";-7.115;-34.863;1
"FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP";-21.996;-47.426;1
"FACULDADE DE ENSINO SUPERIOR DA PARAÍBA";-7.115;-34.863;1
"FACULDADE DE ENSINO SUPERIOR KM 125";-23.181;-50.647;1
"FACULDADE DE FARMÁCIA E BIOQUÍMICA";-7.191;-48.207;1
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS";-7.114;-34.978;1
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS";-20.5;-43.858;1
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA";;;1
"FACULDADE DE INFORMÁTICA DE CUIABÁ";-15.596;-56.097;1
"FACULDADE DE INFORMÁTICA DE PASSOS";-20.719;-46.61;1
"FACULDADE DE INFORMÁTICA DO RECIFE";-8.009;-34.855;1
"FACULDADE DE INFORMÁTICA LEMOS DE CASTRO";-22.903;-43.208;1
"FACULDADE DE JABOTICABAL";-21.255;-48.322;1
"FACULDADE DE LUCÉLIA";-21.72;-51.019;1
"FACULDADE DE MEDICINA";-7.191;-48.207;1
"FACULDADE DE MEDICINA DE BARBACENA";-21.226;-43.774;1
"FACULDADE DE MEDICINA DE ITAJUBÁ";-22.426;-45.453;1
"FACULDADE DE MEDICINA DE PETRÓPOLIS";-22.505;-43.179;1
"FACULDADE DE MEDICINA NOVA ESPERANÇA";-7.115;-34.863;1
"FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA";-22.211;-49.656;1
"FACULDADE DE MODA DE PASSOS";-20.719;-46.61;1
"FACULDADE DE MÚSICA CARLOS GOMES";-23.548;-46.636;1
"FACULDADE DE MÚSICA SOUZA LIMA";-23.548;-46.636;1
"FACULDADE DE NANUQUE";-17.839;-40.354;1
"FACULDADE DE NUTRIÇÃO DA FUNDAÇÃO DE ENSINO SUPERIOR DE PASSOS";-20.719;-46.61;1
"FACULDADE DE ODONTOLOGIA";-7.191;-48.207;1
"FACULDADE DE ODONTOLOGIA DE MANAUS";-3.102;-60.025;1
"FACULDADE DE ODONTOLOGIA DO RECIFE";-8.054;-34.881;1
"FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC";-22.906;-47.061;1
"FACULDADE DE OURO PRETO DO OESTE";-10.716;-62.248;1
"FACULDADE DE PEDAGOGIA";-22.233;-53.343;1
"FACULDADE DE PEDAGOGIA DE AFONSO CLÁUDIO";-20.074;-41.124;1
"FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA";-7.191;-48.207;1
"FACULDADE DE SAÚDE DE PAULISTA";-7.941;-34.873;1
"FACULDADE DE SERVIÇO SOCIAL DE PASSOS";-20.719;-46.61;1
"FACULDADE DE SISTEMA DE INFORMAÇÃO";-7.191;-48.207;1
"FACULDADE DE TECNOLOGIA ANCHIETA";;;1
"Faculdade de Tecnologia Apoena";-3.717;-38.543;1
"FACULDADE DE TECNOLOGIA DE BARRETOS";-20.557;-48.568;1
"FACULDADE DE TECNOLOGIA DE CATALÃO";-18.17;-47.942;1
"Faculdade de Tecnologia de Diadema Luigi Papaiz";-23.686;-46.623;1
"FACULDADE DE TECNOLOGIA DE JABOTICABAL";-21.255;-48.322;1
"Faculdade de Tecnologia de Jacareí";-23.305;-45.966;1
"FACULDADE DE TECNOLOGIA DE PALMAS";-10.167;-48.333;1
"Faculdade de Tecnologia de Pompeia - Shunji Nishimura";-22.109;-50.172;1
"Faculdade de Tecnologia de Taubaté";-23.026;-45.555;1
